LOBO 0019 - Yaquina
Yaquina Bay
date [PST]	CDOM [QSDE]	conductivity [S/m]	dissolved oxygen [ml/l]	fluorescence [ug/L]	nitrate [uM]	oxygen saturation [ml/l]	oxygen % saturation [%]	PAR	phosphate concentration [uM]	pressure [dBar]	ps voltage [V]	salinity	scattering coeff [1/m*sr]	temperature [C]	turbidity [NTU]
2008-04-04 19:45:00	6.38										14.2				
2008-04-04 20:00:00	6.45	3.02	6.23	1.09	17.0	6.65	93.7			2.482	14.2	27.06	0.004923	9.97	1.56
2008-04-04 20:15:00	6.15	3.09	6.20	1.14	16.1	6.63	93.4			2.485	14.2	27.86	0.005209	9.84	1.65
2008-04-04 20:30:00		3.17	6.13	1.17	14.8	6.62	92.6			2.487	13.8	28.76	0.005255	9.67	1.66
2008-04-04 20:45:00	5.91										14.2				
2008-04-04 21:00:00	5.70	3.21	6.28	1.68	13.1	6.62	94.9			2.489	14.2	29.26	0.004998	9.58	1.58
2008-04-04 21:15:00	5.88	3.22	6.36	1.94	12.0	6.62	96.1			2.490	14.2	29.42	0.004742	9.53	1.50
2008-04-04 21:30:00		3.26	6.43	2.32	10.6	6.61	97.3			2.490	13.8	29.97	0.005562	9.42	1.76
2008-04-04 21:45:00	5.62										14.3				
2008-04-04 22:00:00	5.48	3.28	6.48	2.59	9.9	6.61	98.1			2.490	14.2	30.21	0.005610	9.37	1.78
2008-04-04 22:15:00	5.25	3.32	6.51	2.88	8.9	6.60	98.6			2.480	14.2	30.61	0.005418	9.29	1.71
2008-04-04 22:30:00		3.33	6.68	3.38	7.6	6.60	101.1			2.480	13.8	30.75	0.004394	9.23	1.39
2008-04-04 22:45:00	5.14										14.2				
2008-04-04 23:00:00	5.11	3.33	6.69	3.47	7.4	6.60	101.3			2.480	14.2	30.86	0.005937	9.21	1.88
2008-04-04 23:15:00	5.18	3.34	6.68	3.51	6.9	6.60	101.2			2.480	14.2	30.96	0.005766	9.19	1.82
2008-04-04 23:30:00		3.33	6.73	3.64	6.6	6.61	101.8			2.469	13.8	30.84	0.008410	9.16	2.66
2008-04-04 23:45:00	5.22										14.2				
2008-04-05 00:00:00	5.24	3.30	6.77	3.42	6.5	6.63	102.1			2.463	14.2	30.62	0.003651	9.08	1.16
2008-04-05 00:15:00	5.58	3.22	6.69	2.80	8.7	6.66	100.4			2.464	14.2	29.83	0.004644	9.09	1.47
2008-04-05 00:30:00		3.35	6.83	3.84	5.5	6.61	103.3			2.470	13.7	31.12	0.006359	9.09	2.01
2008-04-05 00:45:00	5.18										14.2				
2008-04-05 01:00:00	5.26	3.35	6.78	3.56	5.6	6.61	102.7			2.476	14.2	31.14	0.005074	9.10	1.61
2008-04-05 01:15:00	5.18	3.33	6.78	3.68	6.0	6.62	102.5			2.470	14.2	30.87	0.005172	9.10	1.64
2008-04-05 01:30:00		3.34	6.78	3.76	5.6	6.61	102.6			2.480	13.8	31.06	0.005764	9.09	1.82
2008-04-05 01:45:00	5.20										14.2				
2008-04-05 02:00:00	5.51	3.34	6.73	3.09	5.8	6.61	101.8			2.458	14.2	30.99	0.006551	9.10	2.07
2008-04-05 02:15:00	5.63	3.30	6.57	2.39	6.9	6.62	99.3			2.434	14.2	30.57	0.007170	9.18	2.27
2008-04-05 02:30:00		3.28	6.50	2.14	7.4	6.63	98.0			2.443	13.7	30.31	0.007232	9.20	2.29
2008-04-05 02:45:00	5.53										14.2				
2008-04-05 03:00:00	5.73	3.22	6.38	1.72	9.1	6.64	96.1			2.435	14.2	29.69	0.007422	9.26	2.35
2008-04-05 03:15:00	5.69	3.21	6.36	1.79	9.4	6.65	95.7			2.460	14.2	29.55	0.007007	9.27	2.22
2008-04-05 03:30:00		3.19	6.32	1.71	10.0	6.65	94.9			2.470	13.8	29.35	0.006658	9.29	2.11
2008-04-05 03:45:00	6.53										14.2				
2008-04-05 04:00:00	5.80	3.21	6.38	1.95	9.5	6.65	95.9			2.470	14.2	29.54	0.006876	9.25	2.18
2008-04-05 04:15:00	5.83	3.20	6.32	1.82	9.6	6.65	95.1			2.470	14.2	29.47	0.006707	9.27	2.12
2008-04-05 04:30:00		3.17	6.27	1.39	10.6	6.66	94.1			2.460	13.7	29.09	0.006379	9.30	2.02
2008-04-05 04:45:00	5.97										14.2				
2008-04-05 05:00:00	5.92	3.17	6.30	1.34	10.2	6.66	94.5			2.460	14.2	29.15	0.005722	9.28	1.81
2008-04-05 05:15:00	5.92	3.18	6.29	1.51	10.2	6.66	94.4			2.460	14.2	29.18	0.006035	9.28	1.91
2008-04-05 05:30:00		3.17	6.29	1.41	10.4	6.66	94.3			2.460	13.7	29.17	0.005652	9.27	1.79
2008-04-05 05:45:00	5.89										14.2				
2008-04-05 06:00:00	5.94	3.17	6.28	1.40	10.6	6.67	94.1			2.460	14.2	29.08	0.005426	9.28	1.72
2008-04-05 06:15:00	6.05	3.15	6.22	1.28	11.1	6.67	93.2			2.460	14.2	28.92	0.006055	9.30	1.92
2008-04-05 06:30:00		3.09	6.19	1.06	12.6	6.70	92.4			2.460	13.7	28.22	0.005826	9.34	1.84
2008-04-05 06:45:00	6.34										14.2				
2008-04-05 07:00:00	6.75	2.97	6.13	0.83	15.3	6.75	90.8			2.460	14.2	27.04	0.005362	9.33	1.70
2008-04-05 07:15:00	7.05	2.91	6.14	0.95	16.5	6.76	90.8			2.458	14.2	26.36	0.006494	9.45	2.06
2008-04-05 07:30:00		2.91	6.14	0.94	16.6	6.75	91.0			2.450	13.7	26.35	0.007043	9.49	2.23
2008-04-05 07:45:00	8.52										14.2				
2008-04-05 08:00:00	6.91	2.90	6.15	0.93	17.0	6.76	91.0			2.450	14.2	26.24	0.006220	9.49	1.97
2008-04-05 08:15:00	6.78	2.92	6.15	0.98	16.6	6.74	91.3			2.450	14.2	26.38	0.006381	9.54	2.02
2008-04-05 08:30:00		2.98	6.17	1.14	15.2	6.72	91.8			2.450	13.7	27.05	0.006535	9.51	2.07
2008-04-05 08:45:00	6.63										14.2				
2008-04-05 09:00:00	6.40	3.07	6.17	1.29	13.3	6.69	92.2			2.450	14.2	28.00	0.006056	9.42	1.92
2008-04-05 09:15:00	6.76	3.12	6.28	1.92	11.4	6.68	94.1			2.450	14.2	28.55	0.006153	9.35	1.95
2008-04-05 09:30:00		3.14	6.36	2.30	10.2	6.68	95.3			2.450	13.8	28.81	0.005810	9.30	1.84
2008-04-05 09:45:00	6.09										14.2				
2008-04-05 10:00:00	5.90	3.19	6.40	2.57	8.9	6.66	96.1			2.450	14.2	29.36	0.006812	9.23	2.16
2008-04-05 10:15:00	5.67	3.22	6.51	2.86	7.4	6.66	97.9			2.450	14.2	29.69	0.006178	9.17	1.96
2008-04-05 10:30:00		3.24	6.46	2.89	7.1	6.65	97.2			2.450	13.8	29.88	0.007782	9.16	2.46
2008-04-05 10:45:00	5.55										14.3				
2008-04-05 11:00:00	5.39	3.26	6.52	3.28	6.2	6.65	98.1			2.450	14.2	30.14	0.008350	9.12	2.64
2008-04-05 11:15:00	5.31	3.27	6.64	3.59	5.3	6.64	100.0			2.451	14.2	30.31	0.007855	9.08	2.49
2008-04-05 11:30:00		3.30	6.83	3.86	4.2	6.64	102.9			2.450	13.8	30.65	0.005615	9.04	1.78
2008-04-05 11:45:00	5.15										14.2				
2008-04-05 12:00:00	5.18	3.30	6.92	3.87	4.6	6.63	104.4			2.450	14.2	30.63	0.005688	9.06	1.80
2008-04-05 12:15:00	5.59	3.20	6.97	3.50	7.1	6.66	104.7			2.415	14.2	29.51	0.004175	9.21	1.32
2008-04-05 12:30:00		3.24	7.02	3.63	5.7	6.65	105.5			2.436	13.8	29.91	0.004537	9.14	1.44
2008-04-05 12:45:00	5.43										14.2				
2008-04-05 13:00:00	5.69	3.17	6.86	2.96	7.7	6.67	102.9			2.431	14.2	29.12	0.004544	9.27	1.44
2008-04-05 13:15:00	5.56	3.21	6.98	3.46	6.4	6.66	104.9			2.441	14.2	29.62	0.004403	9.21	1.39
2008-04-05 13:30:00		3.17	6.89	3.05	7.7	6.67	103.4			2.442	13.8	29.16	0.004457	9.27	1.41
2008-04-05 13:45:00	5.51										14.2				
2008-04-05 14:00:00	5.28	3.20	6.92	2.97	6.9	6.66	103.9			2.440	14.2	29.45	0.004736	9.24	1.50
2008-04-05 14:15:00	5.41	3.25	7.00	3.36	5.5	6.65	105.4			2.440	14.2	30.04	0.004702	9.15	1.49
2008-04-05 14:30:00		3.28	7.06	3.43	4.8	6.64	106.5			2.436	13.7	30.34	0.004893	9.13	1.55
2008-04-05 14:45:00	5.36										14.2				
2008-04-05 15:00:00	5.53	3.21	6.96	2.77	6.4	6.65	104.7			2.437	14.2	29.60	0.004597	9.25	1.45
2008-04-05 15:15:00	5.60	3.24	7.00	2.98	5.8	6.64	105.3			2.437	14.2	29.86	0.005031	9.21	1.59
2008-04-05 15:30:00		3.18	6.96	2.90	7.3	6.66	104.6			2.431	13.8	29.26	0.004842	9.29	1.53
2008-04-05 15:45:00	5.56										14.2				
2008-04-05 16:00:00	5.63	3.21	7.03	3.54	6.3	6.65	105.8			2.430	14.2	29.59	0.004761	9.24	1.51
2008-04-05 16:15:00	5.76	3.20	7.02	3.07	6.6	6.65	105.6			2.431	14.2	29.45	0.004496	9.26	1.42
2008-04-05 16:30:00		3.18	6.99	2.65	7.2	6.66	105.0			2.430	13.8	29.20	0.004176	9.30	1.32
2008-04-05 16:45:00	5.79										14.2				
2008-04-05 17:00:00	5.87	3.20	7.01	2.79	6.7	6.65	105.3			2.430	14.2	29.38	0.004680	9.29	1.48
2008-04-05 17:15:00	5.80	3.18	6.99	2.49	7.5	6.66	105.0			2.420	14.2	29.19	0.004386	9.32	1.39
2008-04-05 17:30:00		3.17	7.00	2.44	7.6	6.66	105.0			2.420	13.8	29.03	0.004416	9.34	1.40
2008-04-05 17:45:00	5.84										14.2				
2008-04-05 18:00:00	5.96	3.16	6.97	2.22	8.0	6.66	104.6			2.420	14.2	28.93	0.004302	9.35	1.36
2008-04-05 18:15:00	6.08	3.14	6.91	2.09	8.4	6.67	103.7			2.416	14.2	28.74	0.004603	9.37	1.46
2008-04-05 18:30:00		3.08	6.82	1.61	10.0	6.69	101.9			2.412	13.7	28.10	0.004611	9.41	1.46
2008-04-05 18:45:00	6.61										14.2				
2008-04-05 19:00:00	7.45	3.01	6.70	1.52	11.9	6.71	99.8			2.410	14.2	27.35	0.005395	9.47	1.71
2008-04-05 19:15:00	6.88	3.00	6.68	1.49	11.9	6.72	99.4			2.410	14.2	27.27	0.005493	9.46	1.74
2008-04-05 19:30:00		2.97	6.64	1.47	13.2	6.73	98.8			2.410	13.7	26.95	0.005522	9.50	1.75
2008-04-05 19:45:00	6.73										14.2				
2008-04-05 20:00:00	6.73	2.99	6.65	1.54	12.6	6.72	99.0			2.411	14.2	27.18	0.005442	9.49	1.72
2008-04-05 20:15:00	6.70	2.98	6.63	1.53	13.0	6.72	98.6			2.411	14.2	27.03	0.005269	9.49	1.67
2008-04-05 20:30:00		3.00	6.59	1.59	12.4	6.72	98.1			2.414	13.7	27.26	0.005192	9.46	1.64
2008-04-05 20:45:00	6.36										14.2				
2008-04-05 21:00:00	6.59	3.07	6.61	1.81	10.7	6.69	98.8			2.416	14.2	27.98	0.005210	9.41	1.65
2008-04-05 21:15:00	6.08	3.12	6.64	2.34	8.9	6.68	99.4			2.415	14.2	28.57	0.005232	9.33	1.66
2008-04-05 21:30:00		3.12	6.63	2.44	8.7	6.68	99.1			2.413	13.8	28.63	0.005080	9.29	1.61
2008-04-05 21:45:00	5.97										14.2				
2008-04-05 22:00:00	5.85	3.17	6.65	2.88	7.2	6.67	99.7			2.413	14.2	29.19	0.005851	9.22	1.85
2008-04-05 22:15:00	5.65	3.19	6.62	3.02	7.0	6.67	99.2			2.413	14.2	29.35	0.007071	9.20	2.24
2008-04-05 22:30:00		3.21	6.63	3.66	5.9	6.67	99.4			2.413	13.7	29.69	0.006531	9.12	2.07
2008-04-05 22:45:00	5.48										14.2				
2008-04-05 23:00:00	5.45	3.24	6.59	3.95	5.1	6.66	99.1			2.414	14.2	29.99	0.009444	9.10	2.99
2008-04-05 23:15:00	5.37	3.25	6.58	4.39	4.6	6.66	98.9			2.413	14.2	30.14	0.007498	9.06	2.37
2008-04-05 23:30:00		3.26	6.56	4.49	4.2	6.65	98.7			2.413	13.8	30.27	0.006853	9.03	2.17
2008-04-05 23:45:00	5.29										14.2				
2008-04-06 00:00:00	5.22	3.27	6.56	4.62	4.3	6.65	98.6			2.420	14.2	30.32	0.005702	9.01	1.80
2008-04-06 00:15:00	5.92	3.21	6.50	4.09	5.2	6.68	97.2			2.406	14.2	29.79	0.004406	8.96	1.39
2008-04-06 00:30:00		3.20	6.51	3.86	5.3	6.69	97.4			2.355	13.7	29.75	0.004676	8.95	1.48
2008-04-06 00:45:00	5.97										14.2				
2008-04-06 01:00:00	6.33	3.21	6.49	3.88	5.0	6.68	97.2			2.407	14.2	29.75	0.006225	8.98	1.97
2008-04-06 01:15:00	5.22	3.29	6.53	4.89	3.3	6.65	98.2			2.404	14.2	30.62	0.006953	8.94	2.20
2008-04-06 01:30:00		3.25	6.53	4.52	4.2	6.67	97.9			2.420	13.7	30.24	0.005642	8.96	1.79
2008-04-06 01:45:00	5.43										14.2				
2008-04-06 02:00:00	5.58	3.19	6.46	3.70	5.7	6.69	96.6			2.427	14.2	29.59	0.004821	8.99	1.53
2008-04-06 02:15:00	5.58	3.21	6.43	3.76	5.2	6.68	96.3			2.429	14.2	29.79	0.005870	8.99	1.86
2008-04-06 02:30:00		3.25	6.42	4.32	4.5	6.67	96.3			2.418	13.8	30.15	0.006647	8.97	2.10
2008-04-06 02:45:00	5.84										14.2				
2008-04-06 03:00:00	5.63	3.22	6.32	3.12	5.0	6.68	94.7			2.379	14.2	29.82	0.007809	9.01	2.47
2008-04-06 03:15:00	6.01	3.20	6.25	2.44	5.7	6.68	93.6			2.390	14.2	29.62	0.008488	9.04	2.69
2008-04-06 03:30:00		3.17	6.20	1.82	6.6	6.69	92.7			2.358	13.7	29.27	0.008202	9.08	2.60
2008-04-06 03:45:00	5.96										14.2				
2008-04-06 04:00:00	6.27	3.15	6.21	1.93	7.0	6.70	92.7			2.380	14.2	29.12	0.008490	9.08	2.69
2008-04-06 04:15:00	6.12	3.10	6.25	1.87	8.4	6.71	93.1			2.410	14.2	28.56	0.010679	9.13	3.38
2008-04-06 04:30:00		3.06	6.24	1.84	9.7	6.73	92.8			2.430	13.7	28.04	0.010321	9.17	3.27
2008-04-06 04:45:00	6.24										14.2				
2008-04-06 05:00:00	6.15	3.08	6.25	1.97	9.1	6.72	92.9			2.440	14.2	28.29	0.010188	9.14	3.22
2008-04-06 05:15:00	6.19	3.08	6.22	1.95	8.8	6.72	92.6			2.440	14.2	28.30	0.010287	9.14	3.26
2008-04-06 05:30:00		3.10	6.15	1.69	8.5	6.72	91.6			2.440	13.7	28.50	0.009151	9.11	2.90
2008-04-06 05:45:00	6.18										14.2				
2008-04-06 06:00:00	6.16	3.08	6.18	1.63	9.0	6.72	91.9			2.440	14.2	28.29	0.008468	9.14	2.68
2008-04-06 06:15:00	6.10	3.09	6.17	1.66	8.5	6.72	91.8			2.440	14.2	28.40	0.007444	9.13	2.36
2008-04-06 06:30:00		3.08	6.16	1.51	8.8	6.72	91.7			2.440	13.7	28.32	0.007407	9.13	2.34
2008-04-06 06:45:00	6.18										14.2				
2008-04-06 07:00:00	6.07	3.08	6.17	1.51	8.6	6.72	91.8			2.440	14.2	28.36	0.007426	9.13	2.35
2008-04-06 07:15:00	6.34	3.03	6.19	1.38	10.2	6.74	91.9			2.443	14.2	27.80	0.006994	9.17	2.21
2008-04-06 07:30:00		2.94	6.21	1.28	12.4	6.77	91.7			2.442	13.8	26.85	0.008142	9.21	2.58
2008-04-06 07:45:00	6.55										14.2				
2008-04-06 08:00:00	6.87	2.86	6.23	1.24	14.2	6.80	91.6			2.440	14.2	26.05	0.008280	9.25	2.62
2008-04-06 08:15:00	7.02	2.82	6.24	1.16	15.3	6.82	91.6			2.448	14.2	25.61	0.008104	9.29	2.56
2008-04-06 08:30:00		2.81	6.24	1.16	15.6	6.82	91.6			2.450	13.8	25.53	0.008130	9.31	2.57
2008-04-06 08:45:00	7.01										14.2				
2008-04-06 09:00:00	7.04	2.82	6.23	1.16	15.3	6.81	91.4			2.450	14.2	25.62	0.007686	9.30	2.43
2008-04-06 09:15:00	6.76	2.89	6.24	1.40	13.8	6.79	91.9			2.450	14.3	26.27	0.008050	9.27	2.55
2008-04-06 09:30:00		2.94	6.20	1.54	12.4	6.77	91.7			2.450	13.8	26.85	0.007435	9.26	2.35
2008-04-06 09:45:00	6.57										14.3				
2008-04-06 10:00:00	6.32	3.06	6.15	1.69	9.2	6.73	91.4			2.460	14.3	28.07	0.007994	9.17	2.53
2008-04-06 10:15:00	6.14	3.09	6.22	1.84	8.8	6.71	92.6			2.460	14.3	28.42	0.007675	9.15	2.43
2008-04-06 10:30:00		3.12	6.43	3.12	8.3	6.71	95.9			2.460	13.8	28.75	0.006565	9.11	2.08
2008-04-06 10:45:00	5.95										14.3				
2008-04-06 11:00:00	5.74	3.15	6.44	3.19	7.4	6.70	96.3			2.462	14.3	29.12	0.006893	9.08	2.18
2008-04-06 11:15:00	5.50	3.20	6.58	3.68	6.1	6.68	98.6			2.462	14.3	29.65	0.006492	9.04	2.05
2008-04-06 11:30:00		3.23	6.61	3.85	5.4	6.67	99.1			2.467	13.8	29.97	0.007330	9.02	2.32
2008-04-06 11:45:00	5.45										14.3				
2008-04-06 12:00:00	5.38	3.26	6.59	4.35	5.2	6.66	98.9			2.468	14.3	30.24	0.008652	8.99	2.74
2008-04-06 12:15:00	5.25	3.27	6.70	4.19	4.5	6.65	100.6			2.469	14.3	30.41	0.007025	9.00	2.22
2008-04-06 12:30:00		3.29	6.91	3.54	4.2	6.63	104.2			2.462	13.8	30.46	0.006032	9.16	1.91
2008-04-06 12:45:00	5.70										14.3				
2008-04-06 13:00:00	5.26	3.29	6.87	3.95	4.2	6.64	103.5			2.468	14.3	30.53	0.005863	9.07	1.86
2008-04-06 13:15:00	5.82	3.21	6.81	2.67	6.8	6.61	103.1			2.412	14.3	29.30	0.004595	9.60	1.45
2008-04-06 13:30:00		3.29	6.97	3.91	4.3	6.62	105.2			2.447	13.8	30.44	0.005403	9.19	1.71
2008-04-06 13:45:00	5.67										14.3				
2008-04-06 14:00:00	5.47	3.30	6.93	3.75	3.9	6.63	104.5			2.469	14.3	30.56	0.005558	9.13	1.76
2008-04-06 14:15:00	5.14	3.29	6.90	3.81	4.1	6.63	104.0			2.472	14.3	30.44	0.005223	9.14	1.65
2008-04-06 14:30:00		3.22	6.87	2.91	5.9	6.63	103.5			2.478	13.8	29.61	0.004960	9.36	1.57
2008-04-06 14:45:00	5.29										14.3				
2008-04-06 15:00:00	5.44	3.27	6.93	3.13	5.0	6.62	104.6			2.468	14.3	30.08	0.005016	9.31	1.59
2008-04-06 15:15:00	5.69	3.26	6.93	3.34	5.1	6.62	104.7			2.466	14.3	30.00	0.005060	9.32	1.60
2008-04-06 15:30:00		3.22	6.91	2.85	5.8	6.63	104.3			2.480	13.8	29.58	0.004567	9.38	1.45
2008-04-06 15:45:00	5.65										14.3				
2008-04-06 16:00:00	5.65	3.23	6.88	2.11	5.9	6.62	104.0			2.470	14.2	29.63	0.005069	9.44	1.60
2008-04-06 16:15:00	5.55	3.22	6.87	1.96	6.0	6.62	103.7			2.480	14.2	29.50	0.004831	9.45	1.53
2008-04-06 16:30:00		3.21	6.86	2.06	6.3	6.63	103.6			2.480	13.8	29.40	0.004776	9.46	1.51
2008-04-06 16:45:00	5.61										14.2				
2008-04-06 17:00:00	5.55	3.23	6.90	2.40	5.7	6.62	104.2			2.485	14.2	29.59	0.004833	9.43	1.53
2008-04-06 17:15:00	5.61	3.19	6.89	2.11	6.7	6.63	103.9			2.486	14.2	29.14	0.004707	9.51	1.49
2008-04-06 17:30:00		3.18	6.90	1.94	6.8	6.64	104.0			2.490	13.8	29.03	0.004827	9.51	1.53
2008-04-06 17:45:00	5.71										14.2				
2008-04-06 18:00:00	5.80	3.17	6.86	1.76	7.0	6.63	103.5			2.490	14.2	28.95	0.004565	9.54	1.44
2008-04-06 18:15:00	5.82	3.15	6.85	1.60	7.7	6.64	103.1			2.480	14.2	28.73	0.004463	9.57	1.41
2008-04-06 18:30:00		3.14	6.85	1.56	7.8	6.64	103.1			2.485	13.8	28.59	0.004471	9.60	1.42
2008-04-06 18:45:00	5.90										14.2				
2008-04-06 19:00:00	6.43	3.09	6.77	1.49	8.9	6.66	101.6			2.482	14.2	28.01	0.005158	9.60	1.63
2008-04-06 19:15:00	6.30	3.09	6.76	1.50	8.9	6.66	101.5			2.480	14.2	28.03	0.004971	9.60	1.57
2008-04-06 19:30:00		3.04	6.69	1.59	10.1	6.68	100.2			2.490	13.8	27.52	0.005833	9.61	1.85
2008-04-06 19:45:00	6.22										14.2				
2008-04-06 20:00:00	6.10	3.07	6.71	1.40	9.5	6.67	100.6			2.490	14.2	27.79	0.004670	9.62	1.48
2008-04-06 20:15:00	6.15	3.05	6.67	1.37	10.1	6.68	99.9			2.497	14.2	27.60	0.004936	9.63	1.56
2008-04-06 20:30:00		3.03	6.67	1.44	10.3	6.69	99.8			2.500	13.8	27.47	0.004844	9.61	1.53
2008-04-06 20:45:00	6.16										14.2				
2008-04-06 21:00:00	6.12	3.06	6.64	1.79	9.5	6.68	99.4			2.500	14.2	27.83	0.005007	9.54	1.58
2008-04-06 21:15:00	6.14	3.07	6.61	1.84	9.4	6.68	98.9			2.500	14.2	27.92	0.004811	9.51	1.52
2008-04-06 21:30:00		3.12	6.60	2.09	8.1	6.67	98.9			2.500	13.8	28.42	0.005395	9.46	1.71
2008-04-06 21:45:00	6.01										14.2				
2008-04-06 22:00:00	5.95	3.12	6.61	2.05	7.9	6.67	99.1			2.500	14.2	28.52	0.005535	9.45	1.75
2008-04-06 22:15:00	5.86	3.14	6.57	2.12	7.4	6.66	98.7			2.500	14.2	28.69	0.006589	9.43	2.09
2008-04-06 22:30:00		3.18	6.64	2.53	6.5	6.65	99.9			2.500	13.8	29.21	0.006277	9.34	1.99
2008-04-06 22:45:00	5.66										14.2				
2008-04-06 23:00:00	5.61	3.21	6.66	2.90	5.6	6.65	100.1			2.508	14.2	29.54	0.006151	9.27	1.95
2008-04-06 23:15:00	5.51	3.23	6.65	3.06	5.2	6.65	100.1			2.510	14.2	29.75	0.006969	9.23	2.21
2008-04-06 23:30:00		3.25	6.66	3.42	4.6	6.64	100.3			2.510	13.8	30.00	0.007048	9.19	2.23
2008-04-06 23:45:00	5.41										14.2				
2008-04-07 00:00:00	5.29	3.28	6.72	3.44	4.0	6.64	101.3			2.510	14.2	30.35	0.005040	9.10	1.60
2008-04-07 00:15:00	5.19	3.29	6.72	3.51	3.8	6.64	101.2			2.510	14.2	30.49	0.005644	9.07	1.79
2008-04-07 00:30:00		3.29	6.73	3.40	3.8	6.64	101.4			2.510	13.8	30.57	0.004955	9.04	1.57
2008-04-07 00:45:00	5.44										14.2				
2008-04-07 01:00:00	5.91	3.23	6.69	3.08	4.9	6.68	100.2			2.471	14.2	30.05	0.004047	8.93	1.28
2008-04-07 01:15:00	5.47	3.18	6.63	2.94	6.0	6.71	98.8			2.450	14.2	29.56	0.004453	8.89	1.41
2008-04-07 01:30:00		3.30	6.77	3.60	3.6	6.64	101.9			2.489	13.8	30.74	0.006272	8.97	1.99
2008-04-07 01:45:00	5.54										14.2				
2008-04-07 02:00:00	5.47	3.26	6.68	3.10	4.4	6.66	100.3			2.508	14.2	30.24	0.004770	9.01	1.51
2008-04-07 02:15:00	5.48	3.24	6.65	2.99	4.8	6.66	99.9			2.510	14.2	30.04	0.004735	9.06	1.50
2008-04-07 02:30:00		3.24	6.66	3.20	5.0	6.66	100.0			2.501	13.8	30.02	0.005333	9.03	1.69
2008-04-07 02:45:00	5.27										14.2				
2008-04-07 03:00:00	6.06	3.23	6.56	2.62	5.2	6.67	98.4			2.477	14.2	29.97	0.006177	9.02	1.95
2008-04-07 03:15:00	6.16	3.21	6.54	2.28	5.6	6.68	97.9			2.484	14.2	29.79	0.006598	9.03	2.09
2008-04-07 03:30:00		3.16	6.41	1.48	6.7	6.70	95.8			2.411	13.8	29.20	0.007163	9.05	2.27
2008-04-07 03:45:00	6.01										14.2				
2008-04-07 04:00:00	6.32	3.17	6.39	1.43	6.5	6.69	95.5			2.449	14.2	29.31	0.007575	9.07	2.40
2008-04-07 04:15:00	6.16	3.15	6.35	1.39	7.1	6.70	94.8			2.475	14.3	29.06	0.008412	9.08	2.66
2008-04-07 04:30:00		3.10	6.37	1.51	8.2	6.71	94.9			2.466	13.8	28.58	0.010168	9.11	3.22
2008-04-07 04:45:00	6.48										14.3				
2008-04-07 05:00:00	6.46	3.00	6.36	1.45	10.5	6.75	94.3			2.479	14.2	27.50	0.011823	9.21	3.74
2008-04-07 05:15:00	6.51	2.95	6.34	1.40	12.0	6.76	93.7			2.505	14.2	26.92	0.010874	9.25	3.44
2008-04-07 05:30:00		2.99	6.34	1.54	10.8	6.75	93.9			2.510	13.7	27.41	0.010602	9.20	3.36
2008-04-07 05:45:00	6.44										14.2				
2008-04-07 06:00:00	6.53	3.01	6.31	1.44	10.4	6.75	93.4			2.511	14.2	27.56	0.009541	9.16	3.02
2008-04-07 06:15:00	6.47	3.00	6.31	1.33	10.7	6.75	93.4			2.518	14.2	27.47	0.008984	9.18	2.84
2008-04-07 06:30:00		3.00	6.30	1.31	10.5	6.75	93.4			2.520	13.7	27.46	0.008114	9.19	2.57
2008-04-07 06:45:00	6.43										14.2				
2008-04-07 07:00:00	6.41	3.03	6.30	1.17	9.7	6.74	93.4			2.520	14.2	27.84	0.007721	9.13	2.44
2008-04-07 07:15:00	6.33	3.04	6.29	1.09	9.4	6.74	93.3			2.520	14.2	27.93	0.007349	9.12	2.33
2008-04-07 07:30:00		3.01	6.29	1.12	10.2	6.75	93.2			2.520	13.7	27.59	0.007008	9.16	2.22
2008-04-07 07:45:00	6.40										14.2				
2008-04-07 08:00:00	6.65	2.98	6.30	1.12	10.9	6.76	93.2			2.520	14.2	27.32	0.006859	9.19	2.17
2008-04-07 08:15:00	6.90	2.85	6.28	0.94	13.8	6.80	92.3			2.520	14.2	25.96	0.007094	9.26	2.25
2008-04-07 08:30:00		2.79	6.29	1.07	15.0	6.83	92.1			2.520	13.7	25.34	0.009076	9.26	2.87
2008-04-07 08:45:00	7.18										14.2				
2008-04-07 09:00:00	7.43	2.71	6.30	0.99	16.8	6.86	91.9			2.520	14.2	24.52	0.008973	9.29	2.84
2008-04-07 09:15:00	7.42	2.68	6.29	1.02	17.7	6.87	91.5			2.520	14.2	24.18	0.008990	9.33	2.85
2008-04-07 09:30:00		2.65	6.30	0.99	18.3	6.88	91.5			2.520	13.7	23.81	0.009004	9.35	2.85
2008-04-07 09:45:00	8.00										14.2				
2008-04-07 10:00:00	7.42	2.71	6.29	0.96	16.8	6.86	91.7			2.522	14.2	24.51	0.008736	9.30	2.76
2008-04-07 10:15:00	7.14	2.82	6.21	1.05	14.7	6.82	91.1			2.523	14.2	25.56	0.012693	9.25	4.02
2008-04-07 10:30:00		2.95	6.22	1.30	11.7	6.77	91.9			2.530	13.7	26.91	0.008855	9.21	2.80
2008-04-07 10:45:00	6.86										14.2				
2008-04-07 11:00:00	6.41	2.99	6.35	1.80	10.6	6.75	94.0			2.530	14.2	27.38	0.008270	9.19	2.62
2008-04-07 11:15:00	6.10	3.09	6.55	2.79	8.4	6.72	97.4			2.530	14.2	28.48	0.007581	9.10	2.40
